"dog_id","dog_id_cohort","cohort","elab_id","run_order","prep_batch","run","DOC","DOB","age","weight_at_DOC","lifestage_at_DOC","size_at_DOC","sex","sterilization_status","pure_or_mixed","breed_1","breed_2","graded_hemolysis","elapse_DOC_LOG","serum_temp","hours_fasting","Division","state","st_zip","complete_survey_pull","diet_survey","comprehensive_diet_complete","DRdiet_survey","BCS","SampleID","SampleName","elab_idX"
36459,"36459_precision_1_arm_1","Precision 1",14733358,20,4,2,"2021-09-29","2015-09-15",6.03144224196856,29.48350405,"Mature","Large",0,1,1,153,NA,3,21.32,18.8,23,"Division 3: East North Central","OH",44012,"HLES","HLES diet","FUP2","HLES",NA,"X20","36459_","X14733358"
36829,"36829_precision_1_arm_1","Precision 1",16709947,77,9,3,"2022-03-28","2018-02-14",4.10925039872408,4.808079122,"Mature","Toy",0,1,2,141,74,0,29.1222222222222,14.8,12,"Division 8: Mountain","AZ",85346,"FUP1","FUP1 diet","FUP2","FUP1",NA,"X77","36829_","X16709947"
36879,"36879_precision_1_arm_1","Precision 1",17879195,216,13,3,"2022-06-21","2017-02-01",5.37514240145819,22.6796185,"Mature","Standard",1,1,2,230,51,0,22.5175,18.9,15,"Division 9: Pacific","WA",98105,"FUP1","FUP1 diet","FUP2","FUP1",5.5,"X216","36879_","X17879195"
37127,"37127_precision_1_arm_1","Precision 1",14086351,37,2,1,"2021-08-10","2016-03-23",5.37525632262474,77.1107029,"Mature","Giant",0,1,1,123,NA,0,23.5716666666667,24,12,"Division 6: East South Central","AL",36801,"HLES","HLES diet","FUP2","HLES",NA,"X37","37127_","X14086351"
37275,"37275_precision_1_arm_1","Precision 1",15225430,13,4,2,"2021-11-15","2010-06-09",11.4204830257462,4.98951607,"Mature","Toy",0,1,2,228,999,3,24.6863888888889,14.3,16,"Division 9: Pacific","WA",98116,"FUP1","FUP1 diet",NA,"FUP1",5,"X13","37275_","X15225430"
37458,"37458_precision_1_arm_1","Precision 1",18926237,163,18,4,"2022-09-07","2016-05-15",6.30485304169515,4.5359237,"Mature","Toy",1,1,1,194,NA,1,25.1072222222222,18.3,12,"Division 3: East North Central","MI",49504,"FUP1","FUP1 diet","FUP2","FUP1",NA,"X163","37458_","X18926237"
37546,"37546_precision_1_arm_1","Precision 1",16704415,42,9,3,"2022-03-28","2012-05-19",9.84278879015721,7.030681735,"Mature","Toy",1,1,2,87,210,0,31.09,14.3,13,"Division 5: South Atlantic","MD",21044,"FUP1","FUP1 diet","FUP2","FUP1",NA,"X42","37546_","X16704415"
37631,"37631_precision_1_arm_1","Precision 1",23387567,413,32,5,"2023-06-07","2015-02-23",8.27329687856004,5.352389966,"Mature","Toy",1,1,2,194,161,0,24.6636111111111,20.5,12,"Division 2: Middle Atlantic","NY",14901,"FUP2","FUP2 comp","FUP2","FUP2",5,"X413","37631_","X23387567"
38367,"38367_precision_1_arm_1","Precision 1",17524565,298,21,4,"2022-05-25","2013-04-25",9.06903622693096,30.84428116,"Mature","Large",1,1,2,230,114,0,24.8061111111111,15.8,14,"Division 7: West South Central","TX",78749,"FUP1","FUP1 diet","FUP2","FUP1",NA,"X298","38367_","X17524565"
38548,"38548_precision_1_arm_1","Precision 1",16325239,29,8,3,"2022-03-01","2017-10-12",4.37742082478925,37.19457434,"Mature","Large",1,1,1,120,NA,0,26.3911111111111,14.3,12,"Division 4: West North Central","MN",55305,"FUP1","FUP1 diet","FUP2","FUP1",5.5,"X29","38548_","X16325239"
38798,"38798_precision_1_arm_1","Precision 1",15984130,91,6,2,"2022-01-27","2018-06-26",3.58452950558214,6.35029318,"Mature","Toy",1,1,2,141,74,0,19.3263888888889,11,19,"Division 9: Pacific","WA",98116,"FUP1","FUP1 diet","FUP2","FUP1",5,"X91","38798_","X15984130"
39028,"39028_precision_1_arm_1","Precision 1",15840877,51,5,2,"2022-01-17","2018-07-28",3.46969696969697,27.2155422,"Mature","Large",0,1,1,51,NA,0,52.6625,19.1,13,"Division 6: East South Central","AL",35401,"FUP1","FUP1 diet","FUP2","FUP1",NA,"X51","39028_","X15840877"
39075,"39075_precision_1_arm_1","Precision 1",17882657,225,13,3,"2022-06-21","2014-12-13",7.51048074732285,33.475116906,"Mature","Large",0,1,1,120,NA,0,28.4494444444444,21.6,13,"Division 9: Pacific","WA",98365,"FUP1","FUP1 diet","FUP2","FUP1",6,"X225","39075_","X17882657"
39126,"39126_precision_1_arm_1","Precision 1",17168351,140,11,3,"2022-05-04","2016-04-01",6.08065618591934,21.545637575,"Mature","Standard",0,1,2,153,12,3,20.3644444444444,15.8,13,"Division 5: South Atlantic","FL",32907,"FUP1","FUP1 diet",NA,"FUP1",NA,"X140","39126_","X17168351"
39352,"39352_precision_1_arm_1","Precision 1",16872890,95,10,3,"2022-04-08","2014-05-09",7.90430622009569,35.743078756,"Mature","Large",1,1,1,191,NA,0,98.8072222222222,2,20,"Division 5: South Atlantic","FL",32605,"FUP1","FUP1 diet","FUP2","FUP1",NA,"X95","39352_","X16872890"
39370,"39370_precision_1_arm_1","Precision 1",16173859,142,7,2,"2022-02-15","2017-08-29",4.45944406470722,18.1436948,"Mature","Medium",0,1,2,46,153,1,24.8677777777778,17.7,15,"Division 9: Pacific","WA",98199,"FUP1","FUP1 diet","FUP2","FUP1",5,"X142","39370_","X16173859"
39567,"39567_precision_1_arm_1","Precision 1",14471515,60,3,1,"2021-09-07","2014-03-05",7.49954431533379,3.62873896,"Mature","Toy",0,1,2,168,276,0,26.7344444444444,23.8,15,"Division 8: Mountain","AZ",85255,"FUP1","FUP1 diet","FUP2","FUP1",NA,"X60","39567_","X14471515"
39599,"39599_precision_1_arm_1","Precision 1",23069666,360,30,5,"2023-05-18","2012-02-15",11.2370699475963,12.337712464,"Mature","Toy",0,1,1,227,NA,1,21.3291666666667,21.9,2,"Division 9: Pacific","CA",94131,"FUP2","FUP2 comp","FUP2","HLES",5,"X360","39599_","X23069666"
39634,"39634_precision_1_arm_1","Precision 1",14681629,17,4,2,"2021-09-28","2018-04-15",3.45044429254956,9.52543977,"Young","Toy",1,1,1,204,NA,0,47.5080555555556,23.4,14,"Division 9: Pacific","WA",98390,"HLES","HLES diet","FUP2","HLES",5,"X17","39634_","X14681629"
39904,"39904_precision_1_arm_1","Precision 1",15890911,80,5,2,"2022-01-20","2012-05-28",9.63511050353156,5.89670081,"Mature","Toy",1,1,2,87,81,1,23.4888888888889,17.1,21,"Division 9: Pacific","CA",91504,"FUP1","FUP1 diet",NA,"FUP1",4,"X80","39904_","X15890911"
40204,"40204_precision_1_arm_1","Precision 1",15524125,26,4,2,"2021-12-14","2016-07-02",5.44372294372294,23.13321087,"Mature","Standard",0,1,2,195,120,0,28.0966666666667,16.6,16,"Division 3: East North Central","IL",62702,"HLES","HLES diet",NA,"HLES",NA,"X26","40204_","X15524125"
40279,"40279_precision_1_arm_1","Precision 1",15443089,5,4,2,"2021-12-07","2014-01-08",7.90157211209843,35.38020486,"Mature","Large",1,1,2,114,999,2,21.5247222222222,16.4,6,"Division 2: Middle Atlantic","PA",19335,"FUP1","FUP1 diet",NA,"FUP1",NA,"X5","40279_","X15443089"
40343,"40343_precision_1_arm_1","Precision 1",18487964,92,16,4,"2022-08-05","2014-09-11",7.8879015721121,19.95806428,"Mature","Medium",1,1,1,76,NA,0,72.5383333333333,19.5,15,"Division 9: Pacific","WA",98052,"FUP2","FUP2 diet","FUP3","FUP2",6,"X92","40343_","X18487964"
40356,"40356_precision_1_arm_1","Precision 1",17021699,126,11,3,"2022-04-25","2016-06-01",5.88926862611073,7.484274105,"Mature","Toy",1,1,1,238,NA,0,25.8947222222222,20.3,13,"Division 2: Middle Atlantic","PA",15001,"FUP1","HLES diet",NA,"HLES",NA,"X126","40356_","X17021699"
40386,"40386_precision_1_arm_1","Precision 1",18687461,138,17,4,"2022-08-22","2016-03-16",6.42515379357485,17.23651006,"Mature","Medium",0,1,2,18,16,0,28.8697222222222,21.3,12,"Division 2: Middle Atlantic","PA",19130,"FUP1","FUP1 diet",NA,"FUP1",4,"X138","40386_","X18687461"
40570,"40570_precision_1_arm_1","Precision 1",14331103,46,2,1,"2021-08-25","2015-07-13",6.11073137388927,26.30835746,"Mature","Standard",0,1,2,153,11,2,23.9963888888889,21.6,8,"Division 6: East South Central","KY",40517,"HLES","HLES diet",NA,"HLES",NA,"X46","40570_","X14331103"
40859,"40859_precision_1_arm_1","Precision 1",18115544,68,15,4,"2022-07-11","2012-10-05",9.74982911825017,4.717360648,"Mature","Toy",0,1,1,183,NA,0,21.9672222222222,16.7,15,"Division 9: Pacific","OR",97224,"FUP1","FUP1 diet","FUP2","FUP1",5,"X68","40859_","X18115544"
41125,"41125_precision_1_arm_1","Precision 1",18144131,48,15,4,"2022-07-13","2019-04-08",3.25905673274094,12.473790175,"Young","Medium",1,1,1,165,NA,1,27.6575,20.2,12,"Division 6: East South Central","TN",37601,"FUP1","FUP1 diet","FUP2","HLES",NA,"X48","41125_","X18144131"
41928,"41928_precision_1_arm_1","Precision 1",14618467,12,4,2,"2021-09-22","2017-03-28",4.4812030075188,26.30835746,"Mature","Standard",1,1,1,16,NA,0,24.3072222222222,15.5,15,"Division 7: West South Central","OK",73120,"HLES","HLES diet",NA,"HLES",NA,"X12","41928_","X14618467"
42068,"42068_precision_1_arm_1","Precision 1",17321825,297,21,4,"2022-05-16","2017-11-15",4.49202551834131,57.15263862,"Mature","Giant",0,1,1,173,NA,0,24.5233333333333,17.2,16,"Division 5: South Atlantic","NC",27513,"FUP1","FUP1 diet","FUP2","FUP1",NA,"X297","42068_","X17321825"
42183,"42183_precision_1_arm_1","Precision 1",15747094,41,5,2,"2022-01-04","2016-07-14",5.46832991569834,7.25747792,"Mature","Toy",0,1,2,215,999,0,72.8472222222222,11,15,"Division 8: Mountain","ID",83716,"FUP1","FUP1 diet","FUP2","FUP1",5,"X41","42183_","X15747094"
42382,"42382_precision_1_arm_1","Precision 1",15963934,114,6,2,"2022-01-26","2015-10-11",6.28582820688084,38.55535145,"Mature","Large",1,1,2,120,153,0,27.5891666666667,16.7,17,"Division 9: Pacific","WA",98272,"FUP1","FUP1 diet","FUP2","FUP1",NA,"X114","42382_","X15963934"
42423,"42423_precision_1_arm_1","Precision 1",14161216,36,2,1,"2021-08-16","2018-03-21",3.40123034859877,41.27690567,"Young","Large",1,1,1,212,NA,2,47.0502777777778,25,12,"Division 9: Pacific","WA",98116,"HLES","HLES diet","FUP2","HLES",5,"X36","42423_","X14161216"
43163,"43163_precision_1_arm_1","Precision 1",16097944,121,7,2,"2022-02-07","2017-10-24",4.28446115288221,19.50447191,"Mature","Medium",1,1,2,230,153,2,49.1341666666667,20.1,11,"Division 5: South Atlantic","MD",21078,"FUP1","FUP1 diet","FUP3","FUP1",NA,"X121","43163_","X16097944"
43622,"43622_precision_1_arm_1","Precision 1",14989976,25,4,2,"2021-10-26","2019-08-10",2.20915926179084,2.041165665,"Young","Toy",0,1,1,196,NA,0,26.3194444444444,21,16,"Division 7: West South Central","TX",77055,"HLES","HLES diet","FUP2","HLES",5,"X25","43622_","X14989976"
43806,"43806_precision_1_arm_1","Precision 1",15594181,74,5,2,"2021-12-20","2018-07-29",3.39040783777626,11.067653828,"Mature","Medium",1,1,2,27,87,0,23.5966666666667,15.6,19,"Division 5: South Atlantic","FL",32266,"FUP1","FUP1 diet","FUP2","FUP1",NA,"X74","43806_","X15594181"
43835,"43835_precision_1_arm_1","Precision 1",17231744,160,11,3,"2022-05-09","2019-05-14",2.98291182501709,29.93709642,"Young","Standard",1,1,2,114,27,2,21.9025,19.6,17,"Division 2: Middle Atlantic","PA",15044,"FUP1","FUP1 diet","FUP2","FUP1",5,"X160","43835_","X17231744"
44305,"44305_precision_1_arm_1","Precision 1",16965425,112,10,3,"2022-04-19","2017-11-16",4.41547049441786,6.577089365,"Mature","Toy",1,1,2,74,141,0,28.5441666666667,22,15,"Division 7: West South Central","TX",78664,"FUP1","FUP1 diet",NA,"FUP1",5,"X112","44305_","X16965425"
44391,"44391_precision_1_arm_1","Precision 1",14490844,72,3,1,"2021-09-09","2015-08-20",6.04784688995215,37.19457434,"Mature","Large",1,1,2,120,153,0,22.1302777777778,21.8,14,"Division 8: Mountain","CO",80110,"FUP1","FUP1 diet",NA,"FUP1",5,"X72","44391_","X14490844"
44534,"44534_precision_1_arm_1","Precision 1",15952999,50,5,2,"2022-01-25","2018-10-15",3.27557530189109,34.47302012,"Young","Large",0,1,1,153,NA,0,29.7858333333333,13,13,"Division 5: South Atlantic","SC",29414,"FUP1","FUP1 diet","FUP2","FUP1",NA,"X50","44534_","X15952999"
44714,"44714_precision_1_arm_1","Precision 1",15957136,108,6,2,"2022-01-26","2018-11-05",3.22077922077922,30.84428116,"Young","Medium",1,1,1,12,NA,0,30.5891666666667,11.7,12,"Division 5: South Atlantic","GA",31419,"FUP1","FUP1 diet",NA,"FUP1",NA,"X108","44714_","X15957136"
44749,"44749_precision_1_arm_1","Precision 1",16333741,22,8,3,"2022-03-01","2017-06-25",4.67543859649123,6.35029318,"Mature","Toy",1,1,1,59,NA,0,27.3911111111111,14.3,12,"Division 7: West South Central","TX",79068,"FUP1","FUP1 diet","FUP2","FUP1",NA,"X22","44749_","X16333741"
44838,"44838_precision_1_arm_1","Precision 1",16788577,78,9,3,"2022-04-04","2018-04-11",3.97539302802461,8.845051215,"Mature","Toy",1,1,1,87,NA,0,28.3794444444444,21.6,12,"Division 7: West South Central","TX",78132,"FUP1","FUP1 diet","FUP2","FUP1",NA,"X78","44838_","X16788577"
44899,"44899_precision_1_arm_1","Precision 1",18457961,81,16,4,"2022-08-03","2019-06-10",3.14422419685578,52.16312255,"Young","Giant",0,0,1,123,NA,0,29.6777777777778,21.2,12,"Division 3: East North Central","MI",49401,"FUP1","FUP1 diet",NA,"FUP1",NA,"X81","44899_","X18457961"
45000,"45000_precision_1_arm_1","Precision 1",16292464,68,9,3,"2022-02-23","2015-08-06",6.54283435862383,23.360007055,"Mature","Standard",0,1,2,11,76,0,121.493333333333,16.4,4,"Division 8: Mountain","CO",80525,"HLES","HLES diet",NA,"HLES",NA,"X68","45000_","X16292464"
45026,"45026_precision_1_arm_1","Precision 1",17161208,121,11,3,"2022-05-04","2019-03-27",3.10047846889952,24.49398798,"Young","Standard",0,1,2,16,11,0,26.2922222222222,21.9,15,"Division 3: East North Central","WI",51347,"FUP1","FUP1 diet","FUP2","FUP1",4,"X121","45026_","X17161208"
45108,"45108_precision_1_arm_1","Precision 1",17882132,222,13,3,"2022-06-21","2016-07-16",5.92207792207792,11.79340162,"Mature","Medium",0,1,2,195,168,0,25.3288888888889,22.5,15,"Division 7: West South Central","TX",79936,"FUP1","FUP1 diet","FUP2","FUP1",NA,"X222","45108_","X17882132"
45417,"45417_precision_1_arm_1","Precision 1",23146792,368,31,5,"2023-05-24","2017-03-01",6.21998177261335,8.663614267,"Mature","Toy",0,1,2,228,74,3,20.7383333333333,13.9,17,"Division 4: West North Central","MO",65550,"FUP2","FUP2 comp","FUP2","FUP2",7,"X368","45417_","X23146792"
45445,"45445_precision_1_arm_1","Precision 1",16480627,83,6,2,"2022-03-14","2015-05-24",6.79699248120301,34.01942775,"Mature","Large",0,1,1,153,NA,0,27.4241666666667,13.6,13,"Division 5: South Atlantic","FL",32713,"FUP1","FUP1 diet","FUP2","FUP1",4,"X83","45445_","X16480627"
45473,"45473_precision_1_arm_1","Precision 1",17819243,219,13,3,"2022-06-15","2017-01-21",5.38881294144452,30.39068879,"Mature","Large",0,1,2,195,153,0,45.0352777777778,25.9,5,"Division 9: Pacific","WA",98118,"FUP1","FUP1 diet","FUP2","FUP1",5.5,"X219","45473_","X17819243"
45500,"45500_precision_1_arm_1","Precision 1",18257834,67,15,4,"2022-07-20","2017-04-19",5.24401913875598,33.56583538,"Mature","Large",0,1,2,16,46,0,25.2983333333333,22.3,15,"Division 2: Middle Atlantic","PA",15144,"FUP1","FUP1 diet","FUP2","FUP1",7,"X67","45500_","X18257834"
45508,"45508_precision_1_arm_1","Precision 1",16179484,129,7,2,"2022-02-15","2010-05-10",11.7540442014126,28.12272694,"Senior","Standard",0,1,2,153,27,0,23.2986111111111,12,15,"Division 9: Pacific","WA",98117,"FUP1","FUP1 diet","FUP2","FUP1",5,"X129","45508_","X16179484"
45596,"45596_precision_1_arm_1","Precision 1",17223995,164,12,3,"2022-05-09","2019-06-20",2.88174982911825,21.31884139,"Young","Large",0,0,1,120,NA,2,28.6730555555556,22.1,12,"Division 4: West North Central","MO",64079,"FUP1","FUP1 diet","FUP2","FUP1",5,"X164","45596_","X17223995"
45918,"45918_precision_1_arm_1","Precision 1",17818949,238,13,3,"2022-06-15","2016-12-15",5.48997493734336,11.79340162,"Mature","Medium",1,1,1,81,NA,0,19.8691666666667,16.4,16,"Division 9: Pacific","CA",91604,"FUP1","FUP1 diet","FUP2","FUP1",NA,"X238","45918_","X17818949"
46092,"46092_precision_1_arm_1","Precision 1",19048040,227,19,4,"2022-09-15","2018-09-13",4,9.616158244,"Mature","Toy",0,1,1,204,NA,0,21.5697222222222,19.9,12,"Division 9: Pacific","WA",98031,"FUP2","FUP2 comp","FUP2","FUP2",7,"X227","46092_","X19048040"
46602,"46602_precision_1_arm_1","Precision 1",16454752,92,6,2,"2022-03-10","2015-07-21",6.62759170653908,7.801788764,"Mature","Toy",0,1,2,194,74,3,26.7291666666667,22.2,11,"Division 5: South Atlantic","VA",20176,"FUP1","FUP1 diet","FUP2","FUP1",5,"X92","46602_","X16454752"
47042,"47042_precision_1_arm_1","Precision 1",17275934,186,12,3,"2022-05-11","2019-06-18",2.89268626110731,12.791304834,"Young","Toy",1,1,1,168,NA,2,20.2630555555556,20.9,16,"Division 2: Middle Atlantic","NY",14086,"FUP1","FUP1 diet","FUP2","FUP1",NA,"X186","47042_","X17275934"
47463,"47463_precision_1_arm_1","Precision 1",19257381,262,20,4,"2022-10-05","2018-10-08",3.98632946001367,2.948350405,"Young","Toy",0,1,1,199,NA,0,26.8352777777778,17.6,12,"Division 2: Middle Atlantic","PA",19029,"HLES","HLES diet",NA,"HLES",4,"X262","47463_","X19257381"
47918,"47918_precision_1_arm_1","Precision 1",17583113,293,21,4,"2022-05-31","2019-01-15",3.36830713146503,23.58680324,"Young","Standard",0,1,2,153,120,0,26.4058333333333,21.9,18,"Division 7: West South Central","TX",78753,"FUP1","FUP1 diet","FUP2","HLES",9,"X293","47918_","X17583113"
47979,"47979_precision_1_arm_1","Precision 1",17882228,215,13,3,"2022-06-21","2017-02-01",5.37514240145819,64.41011654,"Mature","Giant",1,1,2,164,999,0,25.3783333333333,23.5,5,"Division 5: South Atlantic","VA",23504,"FUP1","FUP1 diet","FUP2","FUP1",5,"X215","47979_","X17882228"
48035,"48035_precision_1_arm_1","Precision 1",16873034,118,10,3,"2022-04-11","2018-02-26",4.11471861471861,22.22602613,"Mature","Standard",1,1,1,18,NA,2,25.3430555555556,20.6,3,"Division 9: Pacific","WA",98404,"FUP1","FUP1 diet","FUP2","FUP1",6.5,"X118","48035_","X16873034"
48107,"48107_precision_1_arm_1","Precision 1",19960373,44,23,5,"2022-11-21","2018-01-01",4.88038277511962,14.06136347,"Mature","Medium",0,1,2,999,999,0,28.4447222222222,7.7,15,"Division 6: East South Central","TN",37322,"FUP2","FUP2 comp","FUP2","FUP2",5,"X44","48107_","X19960373"
48279,"48279_precision_1_arm_1","Precision 1",24038696,535,35,5,"2023-07-25","2012-04-03",11.2918660287081,39.281099242,"Senior","Large",1,1,2,153,5,1,41.1238888888889,24,15,"Division 9: Pacific","AK",99516,"FUP2","FUP2 comp","FUP2","HLES",6,"X535","48279_","X24038696"
48334,"48334_precision_1_arm_1","Precision 1",19519266,247,20,4,"2022-10-25","2015-10-04",7.04853041695147,16.057169898,"Mature","Medium",0,1,1,16,NA,1,40.2880555555556,12.3,11,"Division 9: Pacific","WA",98166,"FUP1","FUP1 diet","FUP2","FUP1",6,"X247","48334_","X19519266"
48702,"48702_precision_1_arm_1","Precision 1",16977005,109,10,3,"2022-04-20","2018-04-15",4.0082023239918,33.11224301,"Mature","Large",1,1,1,153,NA,0,24.8897222222222,18.2,18,"Division 9: Pacific","CA",94549,"FUP1","FUP1 diet","FUP2","FUP1",5,"X109","48702_","X16977005"
48945,"48945_precision_1_arm_1","Precision 1",20354951,59,23,5,"2022-12-12","2019-09-26",3.20722260195944,22.044589182,"Mature","Large",0,1,1,120,NA,0,20.2655555555556,16.4,16,"Division 9: Pacific","CA",93117,"FUP1","FUP1 diet",NA,"FUP1",5,"X59","48945_","X20354951"
49046,"49046_precision_1_arm_1","Precision 1",19003049,171,18,4,"2022-09-12","2015-01-15",7.64718614718615,29.211348628,"Mature","Standard",0,1,2,153,120,0,19.3658333333333,17.1,22,"Division 6: East South Central","TN",37211,"FUP1","FUP1 diet","FUP2","FUP1",5,"X171","49046_","X19003049"
49073,"49073_precision_1_arm_1","Precision 1",18619034,132,17,4,"2022-08-16","2014-08-13",7.99726589200273,29.755659472,"Mature","Standard",1,1,2,11,51,1,40.9163888888889,23.1,12,"Division 9: Pacific","WA",98178,"FUP1","FUP1 diet","FUP2","FUP1",5,"X132","49073_","X18619034"
49479,"49479_precision_1_arm_1","Precision 1",14094262,27,2,1,"2021-08-10","2013-10-20",7.79494190020506,25.85476509,"Mature","Standard",0,1,1,61,NA,0,18.0213888888889,15.2,14,"Division 9: Pacific","CA",90277,"HLES","HLES diet","FUP2","HLES",5,"X27","49479_","X14094262"
49838,"49838_precision_1_arm_1","Precision 1",18468554,118,16,4,"2022-08-04","2020-06-15",2.1326042378674,30.84428116,"Young","Large",0,1,1,153,NA,0,28.2866666666667,23.3,15,"Division 5: South Atlantic","VA",23061,"FUP1","FUP1 diet",NA,"FUP1",NA,"X118","49838_","X18468554"
50070,"50070_precision_1_arm_1","Precision 1",19907831,27,22,5,"2022-11-16","2017-09-23",5.14023695602643,12.927382545,"Mature","Medium",0,1,2,16,63,2,23.73,10.9,16,"Division 6: East South Central","AL",35226,"HLES","HLES diet",NA,"HLES",5,"X27","50070_","X19907831"
50086,"50086_precision_1_arm_1","Precision 1",20267393,58,23,5,"2022-12-05","2016-10-11",6.14092048302575,32.65865064,"Mature","Large",0,1,1,120,NA,1,24.525,16.8,16,"Division 9: Pacific","WA",98229,"FUP2","FUP2 comp","FUP2","FUP2",5,"X58","50086_","X20267393"
50105,"50105_precision_1_arm_1","Precision 1",19681985,7,22,5,"2022-11-09","2018-06-23",4.37468671679198,9.616158244,"Mature","Toy",1,1,1,165,NA,0,25.3977777777778,17.3,12,"Division 2: Middle Atlantic","NJ",8527,"FUP1","FUP1 diet","FUP2","FUP1",5,"X7","50105_","X19681985"
50181,"50181_precision_1_arm_1","Precision 1",22407500,320,29,5,"2023-04-11","2016-03-16",7.05946684894053,65.408019754,"Mature","Giant",0,1,1,44,NA,2,26.2702777777778,12.1,12,"Division 5: South Atlantic","VA",22923,"FUP2","FUP2 comp","FUP2","HLES",9,"X320","50181_","X22407500"
50404,"50404_precision_1_arm_1","Precision 1",15676828,72,5,2,"2022-01-03","2015-12-22",6.02597402597403,34.01942775,"Mature","Large",1,1,1,120,NA,0,51.4847222222222,18.2,13,"Division 5: South Atlantic","VA",23455,"FUP1","FUP1 diet","FUP2","FUP1",NA,"X72","50404_","X15676828"
50582,"50582_precision_1_arm_1","Precision 1",16498285,96,6,2,"2022-03-15","2019-08-09",2.59466848940533,35,"Puppy","Large",1,0,1,120,NA,0,25.7652777777778,17.6,11,"Division 1: New England","VT",5404,"HLES","HLES diet",NA,"HLES",NA,"X96","50582_","X16498285"
51059,"51059_precision_1_arm_1","Precision 1",17860268,207,13,3,"2022-06-20","2015-04-23",7.14969241285031,27.2155422,"Mature","Standard",1,1,2,153,999,0,29.1111111111111,21.9,14,"Division 5: South Atlantic","VA",23451,"FUP1","FUP1 diet","FUP2","FUP1",4.5,"X207","51059_","X17860268"
51245,"51245_precision_1_arm_1","Precision 1",16455580,14,8,3,"2022-03-08","2010-11-08",11.3137388926863,15.87573295,"Mature","Standard",0,1,2,120,195,2,56.5966666666667,10.6,11,"Division 8: Mountain","CO",80209,"FUP1","FUP1 diet","FUP2","FUP1",NA,"X14","51245_","X16455580"
51329,"51329_precision_1_arm_1","Precision 1",17625755,162,12,3,"2022-06-01","2017-12-29",4.41547049441786,6.35029318,"Mature","Toy",1,1,1,70,NA,2,21.7475,23.7,12,"Division 9: Pacific","WA",98102,"FUP1","FUP1 diet","FUP2","FUP1",5,"X162","51329_","X17625755"
52026,"52026_precision_1_arm_1","Precision 1",18371024,94,16,4,"2022-07-27","2013-04-29",9.23034859876965,34.01942775,"Mature","Large",0,1,2,101,120,0,22.4911111111111,22.1,16,"Division 9: Pacific","WA",98407,"FUP1","FUP1 diet","FUP2","FUP1",7,"X94","52026_","X18371024"
52033,"52033_precision_1_arm_1","Precision 1",17819042,209,13,3,"2022-06-15","2015-01-01",7.44212804739121,31.29787353,"Mature","Large",1,1,2,153,12,3,25.4977777777778,23,12,"Division 1: New England","CT",6117,"FUP1","FUP1 diet","FUP2","FUP1",5,"X209","52033_","X17819042"
52143,"52143_precision_1_arm_1","Precision 1",21877749,230,27,5,"2023-03-14","2009-04-03",13.9248120300752,8.16466266,"Senior","Toy",0,1,2,195,81,0,27.0313888888889,10.1,15,"Division 1: New England","CT",6076,"FUP2","FUP2 comp","FUP2","HLES",3,"X230","52143_","X21877749"
52240,"52240_precision_1_arm_1","Precision 1",14921531,24,4,2,"2021-10-20","2012-08-06",9.19207108680793,8.16466266,"Mature","Toy",0,1,2,195,81,0,26.1577777777778,16.9,12,"Division 8: Mountain","NV",89027,"HLES","HLES diet","FUP2","HLES",7,"X24","52240_","X14921531"
52272,"52272_precision_1_arm_1","Precision 1",16642684,72,9,3,"2022-03-21","2019-01-13",3.17965367965368,34.01942775,"Young","Large",1,1,2,153,114,3,43.3055555555556,13.6,8,"Division 9: Pacific","WA",98053,"FUP1","FUP1 diet","FUP2","FUP1",NA,"X72","52272_","X16642684"
52384,"52384_precision_1_arm_1","Precision 1",18156068,10,14,4,"2022-07-13","2017-08-14",4.90498974709501,7.71107029,"Mature","Toy",1,1,2,168,210,0,25.4083333333333,24.1,15,"Division 4: West North Central","MN",55123,"HLES","HLES diet",NA,"HLES",NA,"X10","52384_","X18156068"
52678,"52678_precision_1_arm_1","Precision 1",16098037,140,7,2,"2022-02-08","2017-11-15",4.22693096377307,24.04039561,"Mature","Standard",0,1,2,11,153,2,26.5661111111111,15.9,5,"Division 1: New England","ME",4097,"FUP1","FUP1 diet","FUP2","FUP1",NA,"X140","52678_","X16098037"
52775,"52775_precision_1_arm_1","Precision 1",21285268,123,25,5,"2023-02-07","2012-06-02",10.6686033264981,5.352389966,"Mature","Toy",0,1,1,254,NA,0,23.645,10.4,6,"Division 2: Middle Atlantic","NY",13413,"FUP2","FUP2 comp","FUP2","FUP2",6,"X123","52775_","X21285268"
52860,"52860_precision_1_arm_1","Precision 1",17154965,146,11,3,"2022-05-03","2016-04-01",6.07792207792208,15.42214058,"Mature","Medium",1,0,1,66,NA,0,20.2116666666667,8.8,18,"Division 6: East South Central","MS",38655,"FUP1","FUP1 diet","FUP2","FUP1",NA,"X146","52860_","X17154965"
52861,"52861_precision_1_arm_1","Precision 1",15554692,55,5,2,"2021-12-16","2016-06-09",5.51207564365459,22.6796185,"Mature","Standard",1,1,2,57,263,0,25.7844444444444,15.1,10,"Division 3: East North Central","OH",44122,"FUP1","FUP1 diet",NA,"FUP1",NA,"X55","52861_","X15554692"
